color,director_name,actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
Color,Susanna White,Bill Bailey,Daniel Mays,Nanny McPhee Returns ,Eros Vlahos,2010
Color,Danny DeVito,J.T. Walsh,Frank Whaley,Hoffa ,Paul Guilfoyle,1992
Color,Chris Carter,Callum Rennie,Mitch Pileggi,The X Files: I Want to Believe ,Nicki Aycox,2008
Color,Tommy O'Haver,Steve Coogan,Anne Hathaway,Ella Enchanted ,Joanna Lumley,2004
Color,Peter Landesman,Eddie Marsan,Will Smith,Concussion ,Albert Brooks,2015
Color,John Singleton,Benjamin J. Cain Jr.,Ken Arnold,Abduction ,Richard Cetrone,2011
Color,Gary Chapman,Olivia Williams,Jim Broadbent,Valiant ,Pip Torrens,2005
Color,Curtis Hanson,Rip Torn,Robert Downey Jr.,Wonder Boys ,Richard Thomas,2000
Color,Craig Mazin,Tracy Morgan,Drake Bell,Superhero Movie ,Marion Ross,2008
Color,Allen Hughes,James Ransone,Alona Tal,Broken City ,Michael Beach,2013
Color,Wes Craven,Portia de Rossi,Shannon Elizabeth,Cursed ,Derek Mears,2005
Color,David Koepp,Dania Ramirez,Joseph Gordon-Levitt,Premium Rush ,Aasif Mandvi,2012
Color,Anne Fletcher,Richard T. Jones,Jim Gaffigan,Hot Pursuit ,Michael Mosley,2015
Color,Shekhar Kapur,Lucy Gordon,Djimon Hounsou,The Four Feathers ,Alex Jennings,2002
Color,Taylor Hackford,Clifton Collins Jr.,Jason Statham,Parker ,Wendell Pierce,2013
Color,Richard Loncraine,Jon Favreau,Kirsten Dunst,Wimbledon ,Austin Nichols,2004
Color,Roger Kumble,Brooke Shields,Brendan Fraser,Furry Vengeance ,Matt Prokop,2010
Color,Kimble Rendall,Cariba Heine,Alex Russell,Bait ,Richard Brancatisano,2012
Color,Peter Yates,Alun Armstrong,Liam Neeson,Krull ,Lysette Anthony,1983
Color,Robert Redford,Tom Cruise,Meryl Streep,Lions for Lambs ,Andrew Garfield,2007
Color,John Milius,Dann Florek,Rosanna Arquette,Flight of the Intruder ,Christopher Rich,1991
Color,Jake Kasdan,Nat Faxon,Tim Meadows,Walk Hard: The Dewey Cox Story ,Matt Price,2007
Color,Lasse Hallström,Scott Glenn,Kevin Spacey,The Shipping News ,Jason Behr,2001
Color,Les Mayfield,Ronny Cox,Gregory Smith,American Outlaws ,Harris Yulin,2001
Color,Jean-Marc Vallée,Jim Broadbent,Michiel Huisman,The Young Victoria ,Thomas Kretschmann,2009
Color,Dominic Sena,Bashar Rahal,Tom Skerritt,Whiteout ,Shawn Doyle,2009
Color,Terrence Malick,Tye Sheridan,Brad Pitt,The Tree of Life ,Fiona Shaw,2011
Color,Hark Tsui,Lela Rochon,Paul Sorvino,Knock Off ,Ray Nicholas,1998
Color,David Ayer,Martin Donovan,Mireille Enos,Sabotage ,Maurice Compte,2014
Color,Brian Helgeland,Mark Addy,Heath Ledger,The Order ,Benno Fürmann,2003
Color,Lexi Alexander,Wayne Knight,Julie Benz,Punisher: War Zone ,Colin Salmon,2008
Color,Peter Hewitt,Rip Torn,Kevin Zegers,Zoom ,Thomas F. Wilson,2006
Color,Robert Zemeckis,Soleyman Pierini,Joseph Gordon-Levitt,The Walk ,Jade Kindar-Martin,2015
Color,Ronny Yu,Lee Arenberg,Marley Shelton,Warriors of Virtue ,Angus Macfadyen,1997
Color,Ridley Scott,Albert Finney,Archie Panjabi,A Good Year ,Richard Coyle,2006
Color,,Indira Varma,Ruth Wilson,Luther             ,Warren Brown,
Color,Richard Donner,Thomas Ian Nicholas,Adam Baldwin,Radio Flyer ,John Heard,1992
Color,Taylor Hackford,Jesse Borrego,Delroy Lindo,"Blood In, Blood Out ",Raymond Cruz,1993
Color,Bille August,Tom Wilkinson,Jim Broadbent,Smilla's Sense of Snow ,Julia Ormond,1997
Color,Brian De Palma,Gregg Henry,Peter Coyote,Femme Fatale ,Rie Rasmussen,2002
 Black and White,Moustapha Akkad,Rod Steiger,Oliver Reed,Lion of the Desert ,John Gielgud,1980
Color,Jean-Paul Rappeneau,François Cluzet,Olivier Martinez,The Horseman on the Roof ,Isabelle Carré,1995
Color,Ang Lee,Jeffrey Dover,Jeremy W. Auman,Ride with the Devil ,Tobey Maguire,1999
Color,Alejandro G. Iñárritu,Hanaa Bouchaib,Maricel Álvarez,Biutiful ,Eduard Fernández,2010
Color,Roland Joffé,Alice Englert,Tamsin Egerton,The Lovers ,Bipasha Basu,2015
Color,Joachim Rønning,Sam Shepard,Salma Hayek,Bandidas ,Dwight Yoakam,2006
Color,Tony Kaye,Aisha Tyler,Bill Cobbs,Black Water Transit ,Beverly D'Angelo,2009
Color,Wes Ball,Aml Ameen,Ki Hong Lee,The Maze Runner ,Jacob Latimore,2014
Color,Ken Scott,June Diane Raphael,Tom Wilkinson,Unfinished Business ,Melissa McMeekin,2015
Color,Martin Scorsese,Geraldine Chaplin,Richard E. Grant,The Age of Innocence ,Stuart Wilson,1993
Color,Darren Aronofsky,Ellen Burstyn,Hugh Jackman,The Fountain ,Mark Margolis,2006
Color,Hugh Johnson,Kevin J. O'Connor,David Paymer,Chill Factor ,Hudson Leick,1999
Color,Simon West,Mark Valley,Nicolas Cage,Stolen ,Sami Gayle,2012
Color,Hayao Miyazaki,Yûki Amami,Rumi Hiiragi,Ponyo ,Yuria Nara,2008
Color,George Tillman Jr.,Melissa Benoist,Tiago Riani,The Longest Ride ,Hayley Lovitt,2015
Color,Rand Ravich,Charlize Theron,Johnny Depp,The Astronaut's Wife ,Clea DuVall,1999
Color,Hugh Hudson,Eva Marie Saint,Liam Aiken,I Dreamed of Africa ,Vincent Perez,2000
Color,Gabriele Muccino,Dennis Quaid,Gerard Butler,Playing for Keeps ,Judy Greer,2012
Color,Justin Chadwick,Fana Mokoena,Terry Pheto,Mandela: Long Walk to Freedom ,Tony Kgoroge,2013
Color,Warren Beatty,Warren Beatty,Paul Sorvino,Reds ,M. Emmet Walsh,1981
Color,Rob Reiner,Demi Moore,Tom Cruise,A Few Good Men ,Kevin Pollak,1992
Color,Andrzej Bartkowiak,Bill Duke,Michael Jai White,Exit Wounds ,Bruce McGill,2001
Color,Raja Gosnell,Cedric the Entertainer,Nia Long,Big Momma's House ,Tichina Arnold,2000
Color,Jeremy Degruson,Brianne Brozey,Kyle Hebert,Thunder and the House of Magic ,Joe Ochman,2013
Color,Chris Gorak,Veronika Vernadskaya,Max Minghella,The Darkest Hour ,Dato Bakhtadze,2011
Color,Scott Speer,Stephen Boss,Ryan Guzman,Step Up Revolution ,Misha Gabriel Hamilton,2012
Color,David R. Ellis,Kenan Thompson,Lin Shaye,Snakes on a Plane ,Rachel Blanchard,2006
Color,Joe Charbanic,Joseph Sikora,Keanu Reeves,The Watcher ,Chris Ellis,2000
Color,Jonathan Hensleigh,Marco St. John,Laura Harring,The Punisher ,Eddie Jemison,2004
Color,Danny Cannon,Kuno Becker,Sean Pertwee,Goal! The Dream Begins ,Stephen Dillane,2005
Color,Boaz Yakin,Reggie Lee,Jason Statham,Safe ,Robert John Burke,2012
Color,Mike Newell,Kurt Fuller,Angelina Jolie Pitt,Pushing Tin ,Jake Weber,1999
Color,Richard Marquand,Ian McDiarmid,Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,Kenny Baker,1983
Color,Neil Marshall,Jason Cope,Ryan Kruger,Doomsday ,Jeremy Crutchley,2008
Color,Stephen Daldry,David Kross,Kate Winslet,The Reader ,Susanne Lothar,2008
Color,David Wain,Lauren Ambrose,Justin Theroux,Wanderlust ,Joe Lo Truglio,2012
Color,Jon Favreau,Zooey Deschanel,Peter Dinklage,Elf ,Will Ferrell,2003
Color,Jon Turteltaub,Kyra Sedgwick,Robert Duvall,Phenomenon ,David Gallagher,1996
Color,Brian Levant,Nichelle Nichols,James Coburn,Snow Dogs ,M. Emmet Walsh,2002
Color,Richard Donner,Alfre Woodard,Bill Murray,Scrooged ,Robert Mitchum,1988
Color,Jared Hess,Moises Arias,Ana de la Reguera,Nacho Libre ,Héctor Jiménez,2006
Color,Paul Feig,Wendi McLendon-Covey,Matt Lucas,Bridesmaids ,Steve Bannos,2011
Color,Evan Goldberg,James Franco,Channing Tatum,This Is the End ,Emma Watson,2013
Color,Rupert Wainwright,Enrico Colantoni,Nia Long,Stigmata ,Portia de Rossi,1999
Color,George Tillman Jr.,Charlize Theron,Robert De Niro,Men of Honor ,Michael Rapaport,2000
Color,John Luessenhop,Hayden Christensen,Paul Walker,Takers ,Jay Hernandez,2010
Color,Justin Zackham,Robert De Niro,Robin Williams,The Big Wedding ,Topher Grace,2013
Color,John Whitesell,Tony Curran,Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",Portia Doubleday,2011
Color,Duncan Jones,Cas Anvar,Jake Gyllenhaal,Source Code ,Russell Peters,2011
Color,Frank Marshall,Danny Nucci,Illeana Douglas,Alive ,Michael DeLorenzo,1993
Color,Joel Schumacher,Virginia Madsen,Logan Lerman,The Number 23,Ed Lauter,2007
Color,Jean-Pierre Jeunet,Julian Richings,Callum Rennie,The Young and Prodigious T.S. Spivet ,Judy Davis,2013
Color,Steven Spielberg,John Belushi,Christopher Lee,1941,Treat Williams,1979
Color,John Gatins,Freddy Rodríguez,Ken Howard,Dreamer: Inspired by a True Story ,Holmes Osborne,2005
Color,David Cronenberg,Kyle Schmid,Viggo Mortensen,A History of Violence ,William Hurt,2005
Color,Louis Leterrier,Jason Flemyng,Jason Statham,Transporter 2,Matthew Modine,2005
 Black and White,Sam Raimi,Pat Hingle,Leonardo DiCaprio,The Quick and the Dead ,Roberts Blossom,1995
Color,Peter Howitt,Mike Doyle,Frances Fisher,Laws of Attraction ,Nora Dunn,2004
Color,Martin Scorsese,Marc Anthony,Nicolas Cage,Bringing Out the Dead ,Sonja Sohn,1999
Color,Miguel Sapochnik,RZA,Alice Braga,Repo Men ,Yvette Nicole Brown,2010
Color,Hyung-rae Shim,Aimee Garcia,Robert Forster,Dragon Wars: D-War ,Chris Mulkey,2007
Color,Norman Jewison,Nancy Travis,Haley Joel Osment,Bogus ,Andrea Martin,1996
Color,Don Scardino,Olivia Wilde,Steve Buscemi,The Incredible Burt Wonderstone ,Steve Carell,2013
Color,Mark Dindal,Frank Welker,George Kennedy,Cats Don't Dance ,Hal Holbrook,1997
Color,Tim Robbins,Vanessa Redgrave,Bill Murray,Cradle Will Rock ,Emily Watson,1999
 Black and White,Steven Soderbergh,Beau Bridges,Tony Curran,The Good German ,Leland Orser,2006
Color,Tom Reeve,Rollo Weeks,Joan Plowright,George and the Dragon ,Simon Callow,2004
Color,Francis Ford Coppola,Marlon Brando,Harrison Ford,Apocalypse Now ,Robert Duvall,1979
Color,Nanette Burstein,Kelli Garner,Rob Riggle,Going the Distance ,Jim Gaffigan,2010
Color,Stephen Herek,Olympia Dukakis,Alicia Witt,Mr. Holland's Opus ,Jean Louisa Kelly,1995
Color,Ariel Vromen,Jordi Mollà,Gary Oldman,Criminal ,Doug Cockle,2016
Color,Sydney Pollack,Michael Gough,Meryl Streep,Out of Africa ,Michael Kitchen,1985
Color,Robert Zemeckis,Bruce Greenwood,Denzel Washington,Flight ,Nadine Velazquez,2012
Color,Lewis Gilbert,Lois Chiles,Desmond Llewelyn,Moonraker ,Lois Maxwell,1979
Color,Wes Anderson,Tom Wilkinson,Bill Murray,The Grand Budapest Hotel ,F. Murray Abraham,2014
Color,Scott Hicks,Mika Boorem,Anthony Hopkins,Hearts in Atlantis ,Hope Davis,2001
Color,Frank Marshall,Peter Jason,Julian Sands,Arachnophobia ,Brian McNamara,1990
Color,Gregory Hoblit,Andre Braugher,Dennis Quaid,Frequency ,Noah Emmerich,2000
Color,Paul Feig,Kate McKinnon,Ed Begley Jr.,Ghostbusters ,Zach Woods,2016
Color,John Francis Daley,Norman Reedus,Chris Hemsworth,Vacation ,Beverly D'Angelo,2015
Color,Barry Sonnenfeld,Rene Russo,Delroy Lindo,Get Shorty ,Jon Gries,1995
 Black and White,Rob Marshall,Chita Rivera,Colm Feore,Chicago ,Jayne Eastwood,2002
Color,Dennis Dugan,Adam Sandler,Steve Buscemi,Big Daddy ,Joey Lauren Adams,1999
Color,J.B. Rogers,Shannon Elizabeth,Alyson Hannigan,American Pie 2,Natasha Lyonne,2001
Color,John Lasseter,John Ratzenberger,Tom Hanks,Toy Story ,Jim Varney,1995
Color,Jan de Bont,Alan Ruck,Keanu Reeves,Speed ,Joe Morton,1994
Color,Michael Sucsy,Lucas Bryant,Channing Tatum,The Vow ,Dillon Casey,2012
Color,Tom Vaughan,Brendan Fraser,Harrison Ford,Extraordinary Measures ,Alan Ruck,2010
Color,Boaz Yakin,Denzel Washington,Ryan Gosling,Remember the Titans ,Ethan Suplee,2000
Color,John McTiernan,Jeffrey Jones,Scott Glenn,The Hunt for Red October ,Courtney B. Vance,1990
Color,Lee Daniels,David Oyelowo,Alex Pettyfer,Lee Daniels' The Butler ,Vanessa Redgrave,2013
 Black and White,Rawson Marshall Thurber,Stephen Root,Gary Cole,Dodgeball: A True Underdog Story ,Joel David Moore,2004
Color,Barry Sonnenfeld,Raul Julia,Anjelica Huston,The Addams Family ,Carel Struycken,1991
Color,Steve Oedekerk,Bob Gunton,Bruce Spence,Ace Ventura: When Nature Calls ,Sophie Okonedo,1995
Color,Garry Marshall,Hector Elizondo,Anne Hathaway,The Princess Diaries ,Heather Matarazzo,2001
Color,Hugh Wilson,Elizabeth Berkley,Stockard Channing,The First Wives Club ,Stephen Collins,1996
Color,David Fincher,Brad Pitt,Morgan Freeman,Se7en,Reg E. Cathey,1995
Color,Neill Blomkamp,Jed Brophy,Sharlto Copley,District 9,Jason Cope,2009
Color,Stephen Hillenburg,Bill Fagerbakke,Scarlett Johansson,The SpongeBob SquarePants Movie ,Rodger Bumpass,2004
Color,Clint Eastwood,Spencer Treat Clark,John Doman,Mystic River ,Tom Guiry,2003
Color,Clint Eastwood,Morgan Freeman,Clint Eastwood,Million Dollar Baby ,Mike Colter,2004
Color,Harold Ramis,Chazz Palminteri,Robert De Niro,Analyze This ,Molly Shannon,1999
Color,Nick Cassavetes,Kevin Connolly,Ryan Gosling,The Notebook ,Gena Rowlands,2004
Color,Anne Fletcher,Bern Cohen,Judy Greer,27 Dresses,Yetta Gottesman,2008
Color,Peter Chelsom,Vanessa Williams,Emily Osment,Hannah Montana: The Movie ,Moises Arias,2009
Color,Stig Bergqvist,Casey Kasem,Elizabeth Daily,Rugrats in Paris: The Movie ,Debbie Reynolds,2000
Color,Barbra Streisand,Blythe Danner,George Carlin,The Prince of Tides ,Melinda Dillon,1991
Color,Edward Zwick,Brad Pitt,Anthony Hopkins,Legends of the Fall ,Julia Ormond,1994
Color,Jason Reitman,Anna Kendrick,J.K. Simmons,Up in the Air ,Chris Lowell,2009
Color,Alexander Payne,June Squibb,Hope Davis,About Schmidt ,Howard Hesseman,2002
Color,Jonathan Levine,Vincent Leclerc,Cory Hardrict,Warm Bodies ,Daniel Rindress-Kay,2013
Color,Rian Johnson,Bruce Willis,Joseph Gordon-Levitt,Looper ,Tracie Thoms,2012
Color,Chris Weitz,Mark Addy,Chazz Palminteri,Down to Earth ,Wanda Sykes,2001
Color,Chris Noonan,Christine Cavanaugh,Miriam Margolyes,Babe ,Roscoe Lee Browne,1995
Color,David Frankel,Steve Carell,Meryl Streep,Hope Springs ,Jean Smart,2012
Color,Nicholas Stoller,Jack McBrayer,Mila Kunis,Forgetting Sarah Marshall ,Maria Thayer,2008
Color,,Aimee Teegarden,Zach Gilford,Friday Night Lights             ,Scott Porter,
Color,John Singleton,Tony Nappo,Josh Charles,Four Brothers ,Fionnula Flanagan,2005
Color,Michael McCullers,Amy Poehler,Tina Fey,Baby Mama ,Romany Malco,2008
Color,Forest Whitaker,Harry Connick Jr.,Bill Cobbs,Hope Floats ,Gena Rowlands,1998
Color,Gary Winick,Steve Howey,Anne Hathaway,Bride Wars ,Candice Bergen,2009
Color,Steven Brill,Scott Adsit,Antony Starr,Without a Paddle ,Bonnie Somerville,2004
Color,Gary Winick,Judy Greer,Jennifer Garner,13 Going on 30,Christa B. Allen,2004
Color,Woody Allen,Audrey Fleurot,Kurt Fuller,Midnight in Paris ,Nina Arianda,2011
Color,Peter Lepeniotis,Brendan Fraser,Liam Neeson,The Nut Job ,Sarah Gadon,2014
Color,Ted Demme,Ethan Suplee,Johnny Depp,Blow ,Jordi Mollà,2001
Color,Luis Mandoki,John Savage,Robin Wright,Message in a Bottle ,Raphael Sbarge,1999
Color,William Shatner,Nichelle Nichols,Leonard Nimoy,Star Trek V: The Final Frontier ,Walter Koenig,1989
Color,John Schultz,Robert Forster,Brenda Song,Like Mike ,Anne Meara,2002
Color,Peter Segal,Fred Ward,George Kennedy,Naked Gun 33 1/3: The Final Insult,Priscilla Presley,1994
Color,John Glen,Alison Doody,Patrick Macnee,A View to a Kill ,Tanya Roberts,1985
Color,Steve Box,Geraldine McEwan,Mark Gatiss,The Curse of the Were-Rabbit ,Peter Sallis,2005
Color,Richard LaGravenese,Harry Connick Jr.,Gerard Butler,P.S. I Love You ,Nellie McKay,2007
Color,Frederik Du Chau,Frankie Muniz,Bruce Greenwood,Racing Stripes ,M. Emmet Walsh,2005
Color,Joe Wright,Alfie Allen,Benedict Cumberbatch,Atonement ,Brenda Blethyn,2007
Color,Gary Winick,Marcia DeBonis,Vanessa Redgrave,Letters to Juliet ,Luisa Ranieri,2010
Color,Ridley Scott,Ken Takakura,Stephen Root,Black Rain ,Kate Capshaw,1989
Color,Bobby Farrelly,Larry David,Kate Upton,The Three Stooges ,Sean Hayes,2012
Color,Tim Burton,Christopher Lee,Johnny Depp,Corpse Bride ,Joanna Lumley,2005
Color,James Gartner,Austin Nichols,Mehcad Brooks,Glory Road ,Derek Luke,2006
Color,Denis Villeneuve,Bernardo Saracino,Edgar Arreola,Sicario ,Daniel Kaluuya,2015
Color,Antoine Fuqua,50 Cent,Jake Gyllenhaal,Southpaw ,Oona Laurence,2015
Color,Sam Raimi,Alison Lohman,Bojana Novakovic,Drag Me to Hell ,Reggie Lee,2009
Color,Lee Toland Krieger,Michiel Huisman,Harrison Ford,The Age of Adaline ,Ellen Burstyn,2015
Color,Tim McCanlies,Robert Duvall,Haley Joel Osment,Secondhand Lions ,Emmanuelle Vaugier,2003
Color,Jon M. Chu,Stephen Boss,Alyson Stoner,Step Up 3D,Facundo Lombard,2010
Color,John Stockwell,Mika Boorem,Faizon Love,Blue Crush ,Sanoe Lake,2002
Color,Marc Forster,Christian Stolte,Will Ferrell,Stranger Than Fiction ,Danny Rhodes,2006
Color,David Slade,Mark Rendall,Danny Huston,30 Days of Night,Megan Franich,2007
Color,Drew Goddard,Bradley Whitford,Chris Hemsworth,The Cabin in the Woods ,Kristen Connolly,2012
Color,Jason Friedberg,Diedrich Bader,Carmen Electra,Meet the Spartans ,Method Man,2008
Color,Martin Brest,Yaphet Kotto,Robert De Niro,Midnight Run ,Philip Baker Hall,1988
Color,Paul Michael Glaser,Maria Conchita Alonso,Yaphet Kotto,The Running Man ,Richard Dawson,1987
Color,Frank Oz,Jim Belushi,Bill Murray,Little Shop of Horrors ,Tisha Campbell-Martin,1986
Color,Joe Wright,Vicky Krieps,Jessica Barden,Hanna ,John Macmillan,2011
Color,,Joan Allen,Zach Gilford,The Family             ,Liam James,
Color,John R. Leonetti,Talisa Soto,Brian Thompson,Mortal Kombat: Annihilation ,Robin Shou,1997
Color,Tom Hanks,Rob Riggle,Tom Hanks,Larry Crowne ,Randall Park,2011
Color,Kimberly Peirce,Judy Greer,Chloë Grace Moretz,Carrie ,Portia Doubleday,2013
Color,Liz Friedlander,Yaya DaCosta,Alfre Woodard,Take the Lead ,Jasika Nicole,2006
Color,,Kevin Connolly,Debi Mazar,Entourage             ,Kevin Dillon,
Color,Phil Joanou,Jurnee Smollett-Bell,Dwayne Johnson,Gridiron Gang ,Kevin Dunn,2006
Color,Sam Weisman,Larry Miller,Bernie Mac,What's the Worst That Could Happen? ,Richard Schiff,2001
Color,Shane Acker,Alan Oppenheimer,Martin Landau,9,Tom Kane,2009
Color,Steven Soderbergh,David Costabile,Channing Tatum,Side Effects ,Katie Lowes,2013
Color,Martha Coolidge,Miranda Richardson,Devin Ratray,The Prince and Me ,Luke Mably,2004
Color,Stephen J. Anderson,Robert Lopez,Craig Ferguson,Winnie the Pooh ,Huell Howser,2011
Color,Troy Miller,Mimi Rogers,Elden Henson,Dumb and Dumberer: When Harry Met Lloyd ,Cheri Oteri,2003
Color,Warren Beatty,Kirk Baltz,Warren Beatty,Bulworth ,Graham Beckel,1998
Color,Tate Taylor,Josh Hopkins,Tika Sumpter,Get on Up ,Aunjanue Ellis,2014
Color,Carl Franklin,William Hurt,Meryl Streep,One True Thing ,Tom Everett Scott,1998
Color,Brett Leonard,Costas Mandylor,Denzel Washington,Virtuosity ,Traci Lords,1995
Color,Ivan Reitman,Eddie Izzard,Rainn Wilson,My Super Ex-Girlfriend ,Wanda Sykes,2006
Color,Scott Derrickson,Dorian Missick,Olivia Munn,Deliver Us from Evil ,Edgar Ramírez,2014
Color,Alister Grierson,Rhys Wakefield,Ioan Gruffudd,Sanctum ,Richard Roxburgh,2011
Color,Nick Hurran,Kevin Sussman,Holly Hunter,Little Black Book ,Dave Annable,2004
Color,Nicholas Stoller,Jacki Weaver,Alison Brie,The Five-Year Engagement ,David Paymer,2012
Color,Charles Stone III,Chris Noth,Bernie Mac,Mr 3000,Paul Sorvino,2004
Color,Paul Haggis,Daniel Stern,Olivia Wilde,The Next Three Days ,Aisha Hinds,2010
Color,Kurt Wimmer,Cameron Bright,Milla Jovovich,Ultraviolet ,Nick Chinlund,2006
Color,Jean-François Richet,Drea de Matteo,Brian Dennehy,Assault on Precinct 13,Hugh Dillon,2005
Color,Antoine Fuqua,Clifton Collins Jr.,Mira Sorvino,The Replacement Killers ,Patrick Kilpatrick,1998
Color,Kevin Hooks,Stephen Baldwin,Salma Hayek,Fled ,Will Patton,1996
Color,Ellory Elkayem,Doug E. Doug,Scarlett Johansson,Eight Legged Freaks ,Riley Smith,2002
Color,Edward Zwick,Anne Hathaway,Jake Gyllenhaal,Love & Other Drugs ,Judy Greer,2010
Color,Jon Avnet,Alicia Witt,Al Pacino,88 Minutes,Deborah Kara Unger,2007
Color,Niki Caro,Charlize Theron,Jeremy Renner,North Country ,Sissy Spacek,2005
Color,Howard Deutch,Matthew Perry,Bruce Willis,The Whole Ten Yards ,Natasha Henstridge,2004
Color,Vincenzo Natali,David Hewlett,Sarah Polley,Splice ,Delphine Chanéac,2009
Color,Willard Huyck,Jeffrey Jones,Lea Thompson,Howard the Duck ,Jordan Prentice,1986
Color,Gavin O'Connor,Rick Gonzalez,Jennifer Ehle,Pride and Glory ,Frank Grillo,2008
Color,Bruce Hunt,Cole Hauser,Eddie Cibrian,The Cave ,Marcel Iures,2005
Color,Rob Reiner,Lobo Sebastian,David Paymer,Alex & Emma ,Robert Costanzo,2003
Color,Paul McGuigan,Christopher Cousins,Jessica Paré,Wicker Park ,Mark Camacho,2004
Color,Craig Gillespie,Reid Ewing,Grace Phipps,Fright Night ,Sandra Vergara,2011
Color,Terrence Malick,Michael Greyeyes,Christian Bale,The New World ,Wes Studi,2005
Color,Chris Roberts,David Suchet,Saffron Burrows,Wing Commander ,Jürgen Prochnow,1999
Color,Neil Jordan,Aidan Quinn,Robert Downey Jr.,In Dreams ,Paul Guilfoyle,1999
Color,James Wong,Texas Battle,Ian Whyte,Dragonball: Evolution ,Randall Duk Kim,2009
Color,Jee-woon Kim,James Burnett,Zach Gilford,The Last Stand ,Christiana Leucas,2013
Color,Nick Hamm,Cameron Bright,Robert De Niro,Godsend ,Munro Chambers,2004
Color,Andy Cadiff,Stark Sands,Annabella Sciorra,Chasing Liberty ,Terence Maynard,2004
Color,Mike Disa,Phil LaMarr,Amy Poehler,Hoodwinked Too! Hood vs. Evil ,Cheech Marin,2011
Color,Lasse Hallström,Camryn Manheim,Morgan Freeman,An Unfinished Life ,Lynda Boyd,2005
Color,Terry Gilliam,Lily Cole,Andrew Garfield,The Imaginarium of Doctor Parnassus ,Verne Troyer,2009
Color,Richard J. Lewis,Atom Egoyan,Mark Addy,Barney's Version ,Paul Gross,2010
Color,,Ingvar Eggert Sigurðsson,Ólafur Darri Ólafsson,Trapped             ,Björn Hlynur Haraldsson,
Color,Brad Furman,John Heard,Justin Timberlake,Runner Runner ,David Costabile,2013
Color,Peter Howitt,Richard Roundtree,Tyler Labine,Antitrust ,Ned Bellamy,2001
Color,Edward Zwick,Morgan Freeman,Denzel Washington,Glory ,Matthew Broderick,1989
Color,Sergio Leone,Burt Young,Robert De Niro,Once Upon a Time in America ,Treat Williams,1984
Color,Niels Arden Oplev,Isabelle Huppert,Dominic Cooper,Dead Man Down ,James Biberi,2013
Color,Michael Radford,Mackenzie Crook,Al Pacino,The Merchant of Venice ,Kris Marshall,2004
Color,Neil Jordan,Saïd Taghmaoui,Emir Kusturica,The Good Thief ,Tchéky Karyo,2002
Color,Steve Boyum,Mike Vogel,Channing Tatum,Supercross ,Steve Howey,2005
Color,Chris Noonan,Bill Paterson,Emily Watson,Miss Potter ,Lucy Boynton,2006
Color,Kaige Chen,Toby Leonard Moore,Dong-gun Jang,The Promise ,Nicholas Tse,2005
Color,Corey Yuen,Holly Valance,Steve Howey,DOA: Dead or Alive ,Sarah Carter,2006
Color,Andrew Dominik,Jeremy Renner,Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford ,Sam Shepard,2007
Color,Li Zhang,Joan Chen,Bingbing Li,1911,Jaycee Chan,2011
Color,Laurent Tirard,Sandrine Kiberlain,Louise Bourgoin,Little Nicholas ,Kad Merad,2009
Color,Simon West,Michael Angarano,Jason Statham,Wild Card ,Jason Alexander,2015
Color,Marc Forster,Madeline Carroll,Gerard Butler,Machine Gun Preacher ,Kathy Baker,2011
Color,Reinhard Klooss,Vanessa Redgrave,Jim Broadbent,Animals United ,James Corden,2010
Color,Bille August,Patrick Lyster,Terry Pheto,The Color of Freedom ,Tyrone Keogh,2007
Color,Frédéric Auburtin,Thomas Kretschmann,Fisher Stevens,United Passions ,Jemima West,2014
Color,Olivier Dahan,Frank Langella,Paz Vega,Grace of Monaco ,Derek Jacobi,2014
Color,Maksim Fadeev,Fedor Bondarchuk,Konstantin Khabenskiy,A Warrior's Tail ,Sergey Garmash,2015
Color,Liliana Cavani,Dougray Scott,Ray Winstone,Ripley's Game ,Chiara Caselli,2002
Color,Greg Tiernan,Salma Hayek,James Franco,Sausage Party ,Anders Holm,2016
Color,Elizabeth Banks,Birgitte Hjort Sørensen,Anna Kendrick,Pitch Perfect 2,Hana Mae Lee,2015
Color,James Mangold,Dallas Roberts,Sandra Ellis Lafferty,Walk the Line ,Tyler Hilton,2005
Color,,Kirk Acevedo,Amanda Schull,12 Monkeys,Tom Noonan,
Color,Edward Norton,Milos Forman,Lisa Edelstein,Keeping the Faith ,Anne Bancroft,2000
Color,Peter Hewitt,Bradley Pierce,Jim Broadbent,The Borrowers ,Mark Williams,1997
Color,Ron Howard,Clint Howard,Toby Jones,Frost/Nixon ,Oliver Platt,2008
Color,George Clooney,David Julian Hirsh,Dick Clark,Confessions of a Dangerous Mind ,Jennifer Hall,2002
Color,Reginald Hudlin,Jerry Stiller,Matthew Perry,Serving Sara ,Vincent Pastore,2002
Color,Ben Falcone,Tyler Labine,Peter Dinklage,The Boss ,Ben Falcone,2016
Color,Richard Attenborough,Kevin McNally,Denzel Washington,Cry Freedom ,Penelope Wilton,1987
 Black and White,Lawrence Kasdan,Alfre Woodard,Zooey Deschanel,Mumford ,Mary McDonnell,1999
Color,Don Mancini,Billy Boyd,Jason Flemyng,Seed of Chucky ,Hannah Spearritt,2004
